,UserID,Rew_Subgroup,Category,Phase,Reward_Category,CR,DP,MA,RT,RB,HR,FA
0,60a40fb10fd5e621807cb3d1,Reward_Objects,Object,Ph1,High Reward,0.4375,1.8325000172457637,0.5,1828.5250000208616,0.0928566695407061,0.6875,0.25
1,60a40fb10fd5e621807cb3d1,Reward_Objects,Animal,Ph1,Low Reward,0.6595744680851063,3.4521689768667003,0.5625,1787.7933333237966,-0.9575229101400347,1.0,0.3404255319148936
2,60a40fb10fd5e621807cb3d1,Reward_Objects,Object,Ph2,High Reward,0.625,2.4972493227307377,0.375,1929.4312499910593,-0.23792981508996308,0.875,0.25
3,60a40fb10fd5e621807cb3d1,Reward_Objects,Animal,Ph2,Low Reward,0.2845744680851064,1.3756389853746376,0.75,1700.5187499672174,0.046331344898198096,0.625,0.3404255319148936
4,60a40fb10fd5e621807cb3d1,Reward_Objects,Object,Ph3,High Reward,0.5,2.0200391930396027,0.25,1548.3937499672174,-0.0,0.75,0.25
5,60a40fb10fd5e621807cb3d1,Reward_Objects,Animal,Ph3,Low Reward,0.4720744680851064,1.9692337807886995,0.5625,1347.981249988079,-0.2379222526290523,0.8125,0.3404255319148936
0,60c3ca053db550f65c5ffc5d,Reward_Objects,Object,Ph1,High Reward,0.16666666666666666,1.8186780125943358,0.5625,1385.5562500357628,1.4619903453601322,0.1875,0.020833333333333332
1,60c3ca053db550f65c5ffc5d,Reward_Objects,Animal,Ph1,Low Reward,0.125,1.0766989802413574,0.5625,1452.8562497496605,0.9124195652860447,0.25,0.125
2,60c3ca053db550f65c5ffc5d,Reward_Objects,Object,Ph2,High Reward,0.22916666666666666,2.033457296330311,0.5625,1639.1500000357628,1.355661940948735,0.25,0.020833333333333332
3,60c3ca053db550f65c5ffc5d,Reward_Objects,Animal,Ph2,Low Reward,0.125,1.0766989802413574,0.75,1483.1624999642372,0.9124195652860447,0.25,0.125
4,60c3ca053db550f65c5ffc5d,Reward_Objects,Object,Ph3,High Reward,0.3541666666666667,2.3899365506116097,0.625,1395.206250011921,1.1777367478328817,0.375,0.020833333333333332
5,60c3ca053db550f65c5ffc5d,Reward_Objects,Animal,Ph3,Low Reward,0.0,0.0,0.5625,1241.5687500238419,1.1503493803760079,0.125,0.125
0,5b421b9ac2e3810001763252,Reward_Animals,Animal,Ph1,High Reward,0.46941489361702127,2.285674023728586,0.625,1776.7187500037253,-0.7270181242778666,0.9375,0.46808510638297873
1,5b421b9ac2e3810001763252,Reward_Animals,Object,Ph1,Low Reward,0.4375,1.8756657721820664,0.75,1943.2499999981374,0.28425359752725043,0.625,0.1875
2,5b421b9ac2e3810001763252,Reward_Animals,Animal,Ph2,High Reward,0.28191489361702127,1.402901219556506,0.5625,1808.4250000026077,-0.2972027271996343,0.75,0.46808510638297873
3,5b421b9ac2e3810001763252,Reward_Animals,Object,Ph2,Low Reward,0.4375,1.8756657721820664,0.625,1917.268750000745,0.28425359752725043,0.625,0.1875
4,5b421b9ac2e3810001763252,Reward_Animals,Animal,Ph3,High Reward,0.34441489361702127,1.6306232814247594,0.375,1637.6062500029802,-0.40353113161103144,0.8125,0.46808510638297873
5,5b421b9ac2e3810001763252,Reward_Animals,Object,Ph3,Low Reward,0.25,1.375521682218,0.5,1588.9062499981374,0.5222286218145233,0.4375,0.1875
0,60c7d2088f3c20d2678aff34,Reward_Objects,Object,Ph1,High Reward,-0.10416666666666669,-0.8932285724915138,0.625,1656.8666666666707,0.7178344208584869,0.1875,0.2916666666666667
1,60c7d2088f3c20d2678aff34,Reward_Objects,Animal,Ph1,Low Reward,0.0625,0.6971230051142673,0.25,1324.062499999999,0.7808181546074788,0.25,0.1875
2,60c7d2088f3c20d2678aff34,Reward_Objects,Object,Ph2,High Reward,-0.041666666666666685,-0.5309386623113163,0.4375,1151.4999999999964,0.6115060164470898,0.25,0.2916666666666667
3,60c7d2088f3c20d2678aff34,Reward_Objects,Animal,Ph2,Low Reward,-0.05416666666666667,-0.71582499437013,0.375,843.3125000000036,0.9989590878278307,0.13333333333333333,0.1875
4,60c7d2088f3c20d2678aff34,Reward_Objects,Object,Ph3,High Reward,0.020833333333333315,0.3627396687803738,0.4375,847.1874999999927,0.5186493469063838,0.3125,0.2916666666666667
5,60c7d2088f3c20d2678aff34,Reward_Objects,Animal,Ph3,Low Reward,0.25,1.375521682218,0.3125,846.4999999999782,0.5222286218145233,0.4375,0.1875
0,5ff78a07326eb6472c53cbff,Reward_Objects,Object,Ph1,High Reward,0.5,2.0200391930396027,0.375,1093.4687499962747,-0.0,0.75,0.25
1,5ff78a07326eb6472c53cbff,Reward_Objects,Animal,Ph1,Low Reward,0.4375,1.8756657721820664,0.375,1162.8687500003725,0.28425359752725043,0.625,0.1875
2,5ff78a07326eb6472c53cbff,Reward_Objects,Object,Ph2,High Reward,0.5,2.0200391930396027,0.625,1247.5187499970198,-0.0,0.75,0.25
3,5ff78a07326eb6472c53cbff,Reward_Objects,Animal,Ph2,Low Reward,0.375,1.7108197425490115,0.75,1268.8687499966472,0.3649179372043526,0.5625,0.1875
4,5ff78a07326eb6472c53cbff,Reward_Objects,Object,Ph3,High Reward,0.4375,1.8325000172457637,0.5625,856.3625000026077,0.0928566695407061,0.6875,0.25
5,5ff78a07326eb6472c53cbff,Reward_Objects,Animal,Ph3,Low Reward,0.375,1.7108197425490115,0.625,743.5312499981374,0.3649179372043526,0.5625,0.1875
0,5cb213bb822bcd0001fea2ad,Reward_Objects,Object,Ph1,High Reward,0.6041666666666666,3.0425561586507865,0.5625,820.0437500141561,0.8590973838685065,0.625,0.020833333333333332
1,5cb213bb822bcd0001fea2ad,Reward_Objects,Animal,Ph1,Low Reward,0.8125,3.3941975767886348,0.4375,798.8812500014901,0.19188558198826922,0.875,0.0625
2,5cb213bb822bcd0001fea2ad,Reward_Objects,Object,Ph2,High Reward,0.5416666666666666,2.874258940338129,0.375,812.7812500037253,0.9397617235456088,0.5625,0.020833333333333332
3,5cb213bb822bcd0001fea2ad,Reward_Objects,Animal,Ph2,Low Reward,0.625,2.698191231825206,0.625,724.9937499947846,0.5226720666189384,0.6875,0.0625
4,5cb213bb822bcd0001fea2ad,Reward_Objects,Object,Ph3,High Reward,0.5416666666666666,2.874258940338129,0.4375,774.287500012666,0.9397617235456088,0.5625,0.020833333333333332
5,5cb213bb822bcd0001fea2ad,Reward_Objects,Animal,Ph3,Low Reward,0.5625,2.5254330357995047,0.625,753.5187500044703,0.6077405901940856,0.625,0.0625
0,5c5da3b159ec1d0001fe5606,Reward_Animals,Animal,Ph1,High Reward,0.9166666666666666,4.563277227717926,0.625,2525.8499999999985,-0.47167687347010134,1.0,0.08333333333333333
1,5c5da3b159ec1d0001fe5606,Reward_Animals,Object,Ph1,Low Reward,0.8958333333333334,4.044869299053787,0.5,2720.5312500000146,0.0987719258848494,0.9375,0.041666666666666664
