UserID,Condition,Value
61583e5838de2383e5d85e8e,CR Overall Unrew,0.65
61583e5838de2383e5d85e8e,CR Ph1 Rew,0.5497175141242938
61583e5838de2383e5d85e8e,CR Ph1 Unrew,0.65
61583e5838de2383e5d85e8e,CR Ph2 Rew,0.6163841807909605
61583e5838de2383e5d85e8e,CR Ph2 Unrew,0.65
61583e5838de2383e5d85e8e,DP Overall,2.576094316286939
61583e5838de2383e5d85e8e,DP Overall Rew,3.062708045188091
61583e5838de2383e5d85e8e,DP Overall Unrew,2.5510025105394916
61583e5838de2383e5d85e8e,DP Ph1 Rew,2.973085130227416
61583e5838de2383e5d85e8e,DP Ph1 Unrew,2.5510025105394916
61583e5838de2383e5d85e8e,DP Ph2 Rew,3.155098162048739
61583e5838de2383e5d85e8e,DP Ph2 Unrew,2.5510025105394916
61583e5838de2383e5d85e8e,Memory Test RT,3277.859832631993
61583e5838de2383e5d85e8e,Memory Certainty Count,"0.0     58
12.0    14
24.0    21
36.0     2
48.0    23
60.0    59
72.0    62
Name: response, dtype: int64"
61583e5838de2383e5d85e8e,Memory Certainty Count Correct,"0.0     57
12.0    13
24.0    14
48.0    13
60.0    42
72.0    54
Name: response, dtype: int64"
61583e5838de2383e5d85e8e,Rewarded Category,Animal
61583e5838de2383e5d85e8e,End Survey,"{""Q0"":""I thought that might have been part of test 1 so not very surprised "",""Q1"":""Recognition vs items I was surprised to see; making me believe they weren't present yesterday"",""Q2"":""3""}"
6156edc7c1e67f1d5b4217b1,Overall PC,0.7791666666666667
6156edc7c1e67f1d5b4217b1,Bonus,5.25
6156edc7c1e67f1d5b4217b1,Rew Match Accuracy,1.0
6156edc7c1e67f1d5b4217b1,Unrew Match Accuracy,0.9666666666666667
6156edc7c1e67f1d5b4217b1,CR Overall,0.5583333333333333
6156edc7c1e67f1d5b4217b1,CR Overall Rew,0.4666666666666667
6156edc7c1e67f1d5b4217b1,CR Overall Unrew,0.6499999999999999
6156edc7c1e67f1d5b4217b1,CR Ph1 Rew,0.43333333333333335
6156edc7c1e67f1d5b4217b1,CR Ph1 Unrew,0.6833333333333332
6156edc7c1e67f1d5b4217b1,CR Ph2 Rew,0.5
6156edc7c1e67f1d5b4217b1,CR Ph2 Unrew,0.6166666666666666
6156edc7c1e67f1d5b4217b1,DP Overall,2.337737867739504
6156edc7c1e67f1d5b4217b1,DP Overall Rew,1.9789640461663862
6156edc7c1e67f1d5b4217b1,DP Overall Unrew,2.848512228291159
6156edc7c1e67f1d5b4217b1,DP Ph1 Rew,1.8908378402693173
6156edc7c1e67f1d5b4217b1,DP Ph1 Unrew,2.950761019631831
6156edc7c1e67f1d5b4217b1,DP Ph2 Rew,2.069372240107848
6156edc7c1e67f1d5b4217b1,DP Ph2 Unrew,2.752100516944661
6156edc7c1e67f1d5b4217b1,Memory Test RT,2969.0583333333334
6156edc7c1e67f1d5b4217b1,Memory Certainty Count,"0.0     51
12.0    22
24.0    20
48.0    20
60.0    31
72.0    96
Name: response, dtype: int64"
6156edc7c1e67f1d5b4217b1,Memory Certainty Count Correct,"0.0     50
12.0    17
24.0    13
48.0    10
60.0    23
72.0    74
Name: response, dtype: int64"
6156edc7c1e67f1d5b4217b1,Rewarded Category,Animal
6156edc7c1e67f1d5b4217b1,End Survey,"{""Q0"":""I had a feeling that this might happen, as psychology tests often tried to deceive you from their true nature in order to study without bias or similar."",""Q1"":""Whether or not I had an immediate recollection of the image or distinct lack of recollection, otherwise I took a few seconds to decide."",""Q2"":""2""}"
6158a393006089c341aea029,Overall PC,0.8535564853556485
6158a393006089c341aea029,Bonus,5.25
6158a393006089c341aea029,Rew Match Accuracy,0.9666666666666667
6158a393006089c341aea029,Unrew Match Accuracy,0.9
6158a393006089c341aea029,CR Overall,0.7070028011204482
6158a393006089c341aea029,CR Overall Rew,0.6966101694915254
6158a393006089c341aea029,CR Overall Unrew,0.7166666666666667
6158a393006089c341aea029,CR Ph1 Rew,0.7632768361581921
6158a393006089c341aea029,CR Ph1 Unrew,0.7166666666666667
6158a393006089c341aea029,CR Ph2 Rew,0.6299435028248588
6158a393006089c341aea029,CR Ph2 Unrew,0.7166666666666667
6158a393006089c341aea029,DP Overall,2.783956719622976
6158a393006089c341aea029,DP Overall Rew,2.7885970256362396
6158a393006089c341aea029,DP Overall Unrew,2.8381669825234552
6158a393006089c341aea029,DP Ph1 Rew,3.371414108841322
6158a393006089c341aea029,DP Ph1 Unrew,2.8381669825234552
6158a393006089c341aea029,DP Ph2 Rew,2.4691828741037214
6158a393006089c341aea029,DP Ph2 Unrew,2.8381669825234552
6158a393006089c341aea029,Memory Test RT,2739.43849372764
6158a393006089c341aea029,Memory Certainty Count,"0.0     73
12.0    29
24.0    21
48.0    12
60.0    18
72.0    86
Name: response, dtype: int64"
6158a393006089c341aea029,Memory Certainty Count Correct,"0.0     72
12.0    22
24.0    10
48.0     8
60.0    14
72.0    78
Name: response, dtype: int64"
