,UserID,Rew_Subgroup,Category,Phase,Reward_Category,CR,DP,MA,RT,RB,HR,FA
0,615c17dac17d529070394f43,Reward_Objects,Object,Ph1,High Reward,0.85,3.7717437090063917,0.9666666666666667,385.9413793169219,-0.32104923206726,0.9666666666666667,0.11666666666666667
1,615c17dac17d529070394f43,Reward_Objects,Animal,Ph1,Low Reward,0.7666666666666667,3.0813615633194096,1.0,401.9533333619436,0.0853899744539075,0.8666666666666667,0.1
2,615c17dac17d529070394f43,Reward_Objects,Object,Ph2,High Reward,0.7833333333333333,3.167209410623692,0.9666666666666667,384.11034482100916,-0.04486769693160286,0.9,0.11666666666666667
3,615c17dac17d529070394f43,Reward_Objects,Animal,Ph2,Low Reward,0.9,4.4433731571589945,0.9333333333333333,385.94333333969115,-0.5223981542481202,1.0,0.1
0,5996ec910ed7ae0001991755,Reward_Objects,Object,Ph1,High Reward,0.8149425287356322,3.453790293862127,1.0,429.0,0.2587948950400607,0.8666666666666667,0.05172413793103448
1,5996ec910ed7ae0001991755,Reward_Objects,Animal,Ph1,Low Reward,0.9163841807909605,4.460428411226351,0.9666666666666667,443.86206896551727,0.31009667820498843,0.9333333333333333,0.01694915254237288
2,5996ec910ed7ae0001991755,Reward_Objects,Object,Ph2,High Reward,0.9149425287356322,4.272554100824366,0.9666666666666667,445.41379310344826,-0.10277661454950393,0.9666666666666667,0.05172413793103448
3,5996ec910ed7ae0001991755,Reward_Objects,Animal,Ph2,Low Reward,0.9163841807909605,4.460428411226351,0.9,449.0,0.31009667820498843,0.9333333333333333,0.01694915254237288
0,6027ffc8f5361f64d504ae36,Reward_Objects,Object,Ph1,High Reward,0.5,2.0371480742175563,0.9333333333333333,445.82142857142856,-0.1586103604324367,0.8,0.3
1,6027ffc8f5361f64d504ae36,Reward_Objects,Animal,Ph1,Low Reward,0.23333333333333334,1.2204815693239695,1.0,449.93333333333334,0.04367386197599793,0.6,0.36666666666666664
2,6027ffc8f5361f64d504ae36,Reward_Objects,Object,Ph2,High Reward,0.3,1.428349163158805,0.9,430.9259259259259,0.13552670478612058,0.6,0.3
3,6027ffc8f5361f64d504ae36,Reward_Objects,Animal,Ph2,Low Reward,0.26666666666666666,1.3211997078362236,0.8333333333333334,430.8076923076923,8.326672684688674e-17,0.6333333333333333,0.36666666666666664
0,5dec001a0ddd072f2233da45,Reward_Animals,Animal,Ph1,High Reward,0.3954022988505747,1.8427156477597626,0.7,491.48695652170676,0.503005124019489,0.5333333333333333,0.13793103448275862
1,5dec001a0ddd072f2233da45,Reward_Animals,Object,Ph1,Low Reward,-0.033333333333333354,-0.5305755992057495,0.6666666666666666,488.05454545442694,0.9045213998373076,0.16666666666666666,0.2
2,5dec001a0ddd072f2233da45,Reward_Animals,Animal,Ph2,High Reward,0.32873563218390806,1.6710216924901589,0.5,500.2705882352722,0.586656857926618,0.4666666666666667,0.13793103448275862
3,5dec001a0ddd072f2233da45,Reward_Animals,Object,Ph2,Low Reward,0.033333333333333326,0.5036943524551086,0.6333333333333333,500.2052631581104,0.7847672622272792,0.23333333333333334,0.2
0,614723f14fbcaa3d2a846b1e,Reward_Animals,Animal,Ph1,High Reward,0.6333333333333334,2.48132190248704,1.0,415.73333333333335,0.06290016626439338,0.8,0.16666666666666666
1,614723f14fbcaa3d2a846b1e,Reward_Animals,Object,Ph1,Low Reward,0.7152542372881356,2.8963527351645486,0.9,412.9689655170358,0.2661091169020854,0.8,0.0847457627118644
